"PDB","Virus","Variant","Domain","Antibody","Receptor/Other","Resolution","Release Date","Reference"
"9ea0","BatCoV HKU5-19","null","full","null","null","2.0","2025-02-26","null"
"9eh8","BatCoV HKU5-19","null","full","null","null","2.0","2025-02-26","null"
"8opm","HCoV-HKU1","null","full","null","alpha2,8-linked 9-O-acetylated disialoside","3.7","2023-08-02","null"
"8opn","HCoV-HKU1","null","full","null","alpha2,8-linked 9-O-acetylated disialoside","4.7","2023-08-02","null"
"8opo","HCoV-HKU1","null","full","null","alpha2,8-linked 9-O-acetylated disialoside","3.6","2023-08-02","null"
"6nzk","HCoV-OC43","null","full","null","sialic acid","2.80","2019-06-05","null"
"6ohw","HCoV-OC43","null","full","null","sialic acid","2.90","2019-06-05","null"
"8xym","BatCoV CX1","null","full","null","null","2.74","2025-01-22","null"
"8xyh","BatCoV BANAL-20-52","null","full","null","null","2.50","2025-01-22","null"
"8ohn","HCoV-HKU1","null","full","null","null","3.40","2023-08-02","null"
"9jmf","SA-BatCoV","null","full","null","null","3.10","2025-06-18","null"
"9jmg","EU-HedgehogCoV","null","full","null","null","3.00","2025-06-18","null"
"9jmh","BatCoV HKU25","null","full","null","null","3.00","2025-06-18","null"
"9jmi","CN-HedgehogCoV HKU31","null","full","null","null","3.30","2025-06-18","null"
"9jmm","SE-PangolinCoV MjHKU4r-CoV-1","null","RBD","DPP4","null","2.80","2025-06-18","null"
"9jmn","CN-HedgehogCoV HKU31","null","full","null","null","3.80","2025-06-18","null"
"9jmo","BatCoV Vs-CoV 1","null","full","null","null","2.80","2025-06-18","null"
"9jmp","MERS-like BtCoV/Ii/GD/2014-422","null","full","null","null","3.10","2025-06-18","null"
"9blk","HCoV-OC43","null","full","null","null","3.20","2025-04-23","null"
"8y4a","SARS-CoV-2","Omicron BA.2.86","full","XG2v046","null","3.40","2024-09-11","null"
"8y4c","SARS-CoV-2","Omicron BA.2.86","full","XGv280","null","3.75","2024-09-04","null"
"7po5","HCoV-OC43","null","full","47C9","null","3.90","2022-04-20","null"
"3jcl","MCoV A59","null","full","null","null","4.00","2016-02-03","null"
"6vsj","MCoV A59","null","full","null","CEACAM1","3.94","2020-03-04","null"
"5i08","HCoV-OC43","null","full","null","null","4.04","2016-03-02","null"
"8whs","SARS-CoV-2","Omicron BA.2.86","full","null","hACE2","3.3","2024-07-03","null"
"8whu","SARS-CoV-2","Omicron BA.2.86","full","null","hACE2","3.3","2024-07-03","null"
"8whv","SARS-CoV-2","Omicron BA.2.86","full","null","null","3.32","2024-07-03","null"
"8whw","SARS-CoV-2","Omicron BA.2.86","full","null","null","3.85","2024-07-03","null"
"8whz","SARS-CoV-2","Omicron BA.2.86","RBD","null","hACE2","3.93","2024-06-26","null"
"8x4h","SARS-CoV-2","Omicron JN.1","full","null","null","3.65","2024-07-23","null"
"8x4z","SARS-CoV-2","Omicron BA.2.86","full","null","null","3.40","2024-06-26","null"
"8x50","SARS-CoV-2","Omicron BA.2.86","full","null","null","3.82","2024-06-26","null"
"8x55","SARS-CoV-2","Omicron BA.2.86","full","null","null","3.75","2024-06-26","null"
"8x56","SARS-CoV-2","Omicron BA.2.86","full","null","null","3.93","2024-06-26","null"
"8x5q","SARS-CoV-2","Omicron BA.2.75","full","null","null","3.47","2024-06-26","null"
"8x5r","SARS-CoV-2","Omicron BA.2.75","full","null","null","3.72","2024-06-26","null"
"8xur","SARS-CoV-2","Omicron BA.2.86","full","null","heparan sulfate","3.85","2024-07-03","null"
"8xus","SARS-CoV-2","Omicron JN.1","full","null","heparan sulfate","3.18","2024-07-03","null"
"8xut","SARS-CoV-2","Omicron XBB.1.5","full","null","heparan sulfate","3.20","2024-07-03","null"
"9au2","SARS-CoV-2","Omicron BA.2.86","full","VIR-7229","null","3.10","2024-10-16","null"
"8y16","SARS-CoV-2","Omicron JN.1","full","null","ACE2","2.98","2024-07-03","null"
"8y5j","SARS-CoV-2","Omicron JN.1","full","null","null","2.94","2024-07-03","null"
"8wxl","SARS-CoV-2","Omicron BA.2.86","full","null","null","2.59","2024-10-09","null"
"8xux","SARS-CoV-2","Omicron BA.2.86","full","null","null","3.22","2024-10-09","null"
"8xuy","SARS-CoV-2","Omicron BA.2.86","full","null","ACE2","3.14","2024-10-09","null"
"8xuz","SARS-CoV-2","Omicron BA.2.86","full","null","ACE2","3.05","2024-10-09","null"
"8xv0","SARS-CoV-2","Omicron BA.2.86","RBD","null","ACE2","3.00","2024-10-09","null"
"8xv1","SARS-CoV-2","Omicron BA.2.86","RBD","null","ACE2","3.05","2024-10-09","null"
"8xvm","SARS-CoV-2","Omicron BA.2.86","full","null","ACE2","2.77","2024-10-09","null"
"9iu1","SARS-CoV-2","Omicron JN.1","RBD","null","ACE2","3.05","2024-10-09","null"
"9elf","SARS-CoV-2","Omicron KP.3.11","full","null","ACE2","2.88","2025-05-28","null"
"9elh","SARS-CoV-2","Omicron KP.3.11","full","null","ACE2","2.98","2025-05-28","null"
"9eli","SARS-CoV-2","Omicron KP.3.11","full","null","null","2.82","2025-05-28","null"
"9elj","SARS-CoV-2","Omicron JN.1.11","full","null","null","2.92","2025-06-04","null"
"9elk","SARS-CoV-2","Omicron JN.1.11","full","null","null","2.82","2025-06-04","null"
"9ell","SARS-CoV-2","Omicron JN.1.11","full","null","null","2.93","2025-06-04","null"
"9elm","SARS-CoV-2","Omicron JN.1.11","full","null","null","2.68","2025-06-04","null"
"9eln","SARS-CoV-2","Omicron JN.1.11","full","null","null","2.93","2025-05-28","null"
"9elo","SARS-CoV-2","Omicron JN.1.11","full","null","null","2.74","2025-05-28","null"
"9elp","SARS-CoV-2","Omicron JN.1.11","full","null","null","2.94","2025-05-28","null"
"8wtj","SARS-CoV-2","Omicron XBB.1.5.70","full","null","ACE2","4.64","2023-12-13","null"
"8xlv","SARS-CoV-2","Omicron BA.2.86","full","null","null","3.07","2024-07-03","null"
"8xnf","SARS-CoV-2","Omicron BA.2.86","full","null","hACE2","3.26","2024-07-03","null"
"8z6q","SARS-CoV-2","Omicron XBB.1.16","full","CYFN1006-2","null","5.41","2025-02-12","null"
"8z6r","SARS-CoV-2","Omicron XBB.1.16","full","CYFN1006-2","null","2.87","2025-02-29","null"
"8z6s","SARS-CoV-2","Omicron XBB.1.16","full","CYFN1006-2","null","2.84","2025-02-12","null"
"8z6t","SARS-CoV-2","Omicron XBB.1.16","RBD","CYFN1006-2","null","2.92","2025-02-29","null"
"8z6u","SARS-CoV-2","Omicron EG.5.1","full","CYFN1006-2","null","3.83","2025-02-12","null"
"8z6w","SARS-CoV-2","Omicron EG.5.1","full","CYFN1006-2","null","3.04","2025-02-12","null"
"8z6x","SARS-CoV-2","Omicron EG.5.1","RBD","CYFN1006-2","null","2.96","2025-02-12","null"
"9kt3","SARS-CoV-2","Omicron EG.5.1","full","CYFN1006-2","null","3.63","2025-02-29","null"
"9f9y","SARS-CoV-2","Omicron BA.2.87.1","full","null","null","2.80","2024-08-21","null"
"8i3w","BatCoV BANAL-20-236","null","full","null","null","2.80","2024-01-24","null"
"7bbh","PCoV GD","null","full","null","null","2.90","2020-12-30","null"
"9cas","BatCoV SHC014","null","full","null","null","3.10","2024-12-11","null"
"8wlu","BatCoV SHC014","null","full","null","null","2.87","2024-07-17","null"
"8wly","Bat SL-CoV-WIV1","null","full","null","null","3.96","2024-07-17","null"
"8wlz","Bat SL-CoV-WIV1","null","full","null","hACE2","3.10","2024-07-17","null"
"8zmp","Bat SL-CoV-WIV1","null","full","null","null","3.38","2025-05-28","null"
"8u29","PRD-0038","null","full","null","null","2.80","2023-12-06","null"
"8tc0","Bat SL-CoV-WIV1","null","full","null","null","1.88","2024-05-01","null"
"8tc1","Civet SARS CoV 007","null","full","null","null","1.92","2024-05-01","null"
"8tc5","Civet SARS CoV SZ3","null","full","null","null","2.11","2024-05-15","null"
"8zy0","BtRs-BetaCoV/BtKY72","null","full","null","null","3.45","2025-02-25","null"
"8zy1","BatCoV BM48-31","null","full","null","null","3.10","2025-02-05","null"
"8zy2","BatCoV BANAL-20-52","null","full","null","null","2.90","2025-02-05","null"
"8zy3","BatCoV BANAL-20-236","null","full","null","null","3.30","2025-02-05","null"
"8zy4","BtRs-BetaCoV/YN2013","null","full","null","null","2.53","2025-02-25","null"
"8zy5","BatCoV RmyN02","null","full","null","null","2.80","2025-02-05","null"
"8zy6","BtRs-BetaCoV/GX2013","null","full","null","null","3.30","2025-02-25","null"
"8zy7","BtRf-BetaCoV/HeB2013","null","full","null","null","3.45","2025-02-25","null"
"9d4t","BatCoV HKU5-20","null","full","null","null","2.80","2025-06-04","null"
"7u6r","MERS-like PDF-2180","null","full","null","null","2.50","2022-11-30","null"
"7wpo","NeoCoV","null","RBD","null","Bat37 ACE2","3.50","2022-11-30","null"
"7wpz","MERS-like PDF-2180","null","RBD","null","Bat37 ACE2","3.80","2022-11-30","null"
"9k75","BatCoV BANAL-103","null","full","null","null","3.11","2025-07-16","null"
"7cn8","PCoV-GX","null","full","null","null","2.50","2021-03-03","null"
"7pnm","HCoV-OC43","null","full","46C12","null","3.70","2022-04-20","null"
"7pnq","HCoV-OC43","null","full","43E6","null","3.70","2022-04-20","null"
"7ttm","BatCoV SHC014","null","RBD","10-40","null","2.24","2022-04-27","null"
"7ttx","BatCoV RaTG13","null","RBD","10-40","null","2.80","2022-04-27","null"
"7tty","Bat SL-CoV-WIV1","null","RBD","10-40","null","3.11","2022-05-04","null"
"8wq0","Bat SL-CoV-WIV1","null","full","null","null","2.78","2024-07-17","null"
"9n13","HCoV-HKU1","orig","A","null","null","3.34","2025-05-14","null"
"9n15","HCoV-HKU1","orig","A","null","null","3.20","2025-05-14","null"
"9n17","HCoV-HKU1","orig","A","null","null","3.09","2025-05-14","null"
"9n18","HCoV-HKU1","orig","full","null","null","3.02","2025-05-14","null"
"8c5r","SARS-CoV-2","Omicron B.1.1.529","RBD","null","null","3.70","2024-01-24","null"
"8y8b","HCoV-HKU1","null","A,B","null","TMPRSS2","3.01","2024-07-17","null"
"9bt9","HCoV-HKU1","null","full","null","null","2.11","2025-05-14","null"
"9n19","HCoV-HKU1","null","A","null","null","3.02","2025-05-14","null"
"6vw1","SARS-CoV-2","null","RBD","null","hACE2","2.68","2020-03-04","null"
"7wsg","SARS-CoV-2","null","RBD","null","sealion ACE2","3.03","2022-11-09","null"
"7xby","SARS-CoV-2","Omicron BA.1","RBD","null","equine ACE2","2.85","2022-06-08","null"
"7y75","SARS-CoV-2","Omicron BA.2","RBD","null","hACE2, XTRP3","2.90","2022-11-30","null"
"7y76","SARS-CoV-2","Omicron BA.5","RBD","null","hACE2, SIT1","3.20","2023-01-04","null"
"8wdr","SARS-CoV-2","Omicron BQ.1.1","RBD","null","hACE2","3.47","2024-07-24","null"
"8wds","SARS-CoV-2","Omicron BF.7","RBD","null","hACE2","3.50","2024-07-24","null"
"8wdy","SARS-CoV-2","Omicron BQ.1.1","RBD","null","hACE2","2.69","2024-07-24","null"
"8wdz","SARS-CoV-2","Omicron BQ.1","RBD","null","hACE2","2.71","2024-07-24","null"
"8we0","SARS-CoV-2","Omicron XBB","RBD","null","hACE2","2.80","2024-07-24","null"
"8we1","SARS-CoV-2","Omicron BF.7","RBD","null","hACE2","2.47","2024-07-24","null"
"8wrh","SARS-CoV-2","Omicron XBB.1.5.70","S2","null","hACE2","3.08","2023-11-29","null"
"8wsr","BtSY1","null","S1","null","hACE2","2.99","2024-10-23","null"
"8wtd","SARS-CoV-2","Omicron XBB.1.5.10","S2","null","hACE2","3.06","2023-12-13","null"
"8wyh","SARS-CoV-2","Omicron","RBD","null","ACE2","3.00","2024-11-13","null"
"8xsj","SARS-CoV-2","Omicron BA.4","RBD","IMCAS-316","hACE2","2.61","2024-07-17","null"
"8xuu","SARS-CoV-2","Omicron BA.2.86","A","null","heparan sulfate","3.69","2024-07-03","null"
"8y18","SARS-CoV-2","Omicron JN.1","RBD","null","hACE2","3.04","2024-07-03","null"
"9asd","SARS-CoV-2","Omicron BA.2.86","RBD","VIR-7229","hACE2","3.30","2024-10-16","null"
"9uxd","SARS-CoV-2","null","full","KXD355","null","3.03","2025-07-16","null"
"9uxe","SARS-CoV-2","null","full","KXD355","null","3.17","2025-07-16","null"
"9elq","SARS-CoV-2","Omicron JN.1.11.1","RBD","null","null","2.64","2025-05-28","null"
"9co9","SARS-CoV-2","Omicron JN.1","full","Nanosota-9","null","3.44","2024-11-20","null"
"8qtd","SARS-CoV-2","BA.2.86","S2","XBB-7 Fab","null","3.60","2024-05-08","null"
"8we4","SARS-CoV-2","Omicron XBB.1.5","RBD","S304","hACE2","2.91","2024-07-24","null"
"8xz8","SARS-CoV-2","Omicron BA.2.86","RBD","null","ACE2","3.65","2024-11-13","null"
"8wyj","SARS-CoV-2","Omicron","RBD","S309, SA55","null","3.10","2024-11-13","null"
"8xza","SARS-CoV-2","Omicron BA.2.86","full","null","bovine ACE2","4.07","2024-11-13","null"
"5xgr","BatCoV HKU-5","null","S1 CTD","null","null","2.10","2017-05-10","null"
"3r4d","MCoV A59","null","RBD","null","CEACAM1","3.1","2011-06-22","null"
"4h14","BCoV","null","Lectin","null","null,"1.55","2012-10-31","null"
"8u0t","PRD-0038","null","RBD","null","R. alcyone ACE2","3.20","2023-08-29","null"
